"sample_id","species_num","date","season","site","native_or_non","sampling","plant_species","time","bee_species","sex","parasitic","nesting","nonnative_bee"
17400,23,"2017-04-18T00:00:00.000","early.season","A","native","pan traps","None",935,"Augochlorella aurata","f",false,"ground",false
17400,23,"2017-04-18T00:00:00.000","early.season","A","native","pan traps","None",935,"Agapostemon texanus","f",false,"ground",false
17400,23,"2017-04-18T00:00:00.000","early.season","A","native","pan traps","None",935,"Andrena carlini","f",false,"ground",false
17400,23,"2017-04-18T00:00:00.000","early.season","A","native","pan traps","None",935,"Andrena perplexa","m",false,"ground",false
17400,23,"2017-04-18T00:00:00.000","early.season","A","native","pan traps","None",935,"Apis mellifera","f",false,"hive",true
17400,23,"2017-04-18T00:00:00.000","early.season","A","native","pan traps","None",935,"Lasioglossum tegulare","f",false,"ground",false
17400,23,"2017-04-18T00:00:00.000","early.season","A","native","pan traps","None",935,"Lasioglossum pectorale","f",false,"ground",false
17400,23,"2017-04-18T00:00:00.000","early.season","A","native","pan traps","None",935,"Lasioglossum pilosum","f",false,"ground",false
17400,23,"2017-04-18T00:00:00.000","early.season","A","native","pan traps","None",935,"Lasioglossum cressonii","f",false,"wood",false
17400,23,"2017-04-18T00:00:00.000","early.season","A","native","pan traps","None",935,"Lasioglossum trigeminum","f",false,"ground",false
17400,23,"2017-04-18T00:00:00.000","early.season","A","native","pan traps","None",935,"Osmia pumila","m",false,"wood",false
17400,23,"2017-04-18T00:00:00.000","early.season","A","native","pan traps","None",935,"Andrena miserabilis","m",false,"ground",false
17401,20,"2017-04-18T00:00:00.000","early.season","A","non-native","pan traps","None",935,"Lasioglossum versatum","f",false,"ground",false
17401,20,"2017-04-18T00:00:00.000","early.season","A","non-native","pan traps","None",935,"Osmia pumila","m",false,"wood",false
17401,20,"2017-04-18T00:00:00.000","early.season","A","non-native","pan traps","None",935,"Halictus poeyi/ligatus","f",false,"ground",false
17401,20,"2017-04-18T00:00:00.000","early.season","A","non-native","pan traps","None",935,"Osmia atriventris","m",false,"wood",false
17401,20,"2017-04-18T00:00:00.000","early.season","A","non-native","pan traps","None",935,"Nomada bidentate_group","m",true,"parasite [ground]",false
17401,20,"2017-04-18T00:00:00.000","early.season","A","non-native","pan traps","None",935,"Agapostemon texanus","f",false,"ground",false
17401,20,"2017-04-18T00:00:00.000","early.season","A","non-native","pan traps","None",935,"Osmia bucephala","m",false,"wood",false
17401,20,"2017-04-18T00:00:00.000","early.season","A","non-native","pan traps","None",935,"Apis mellifera","f",false,"hive",true
17401,20,"2017-04-18T00:00:00.000","early.season","A","non-native","pan traps","None",935,"Lasioglossum tegulare","f",false,"ground",false
17402,20,"2017-04-18T00:00:00.000","early.season","B","native","pan traps","None",950,"Lasioglossum pilosum","f",false,"ground",false
17402,20,"2017-04-18T00:00:00.000","early.season","B","native","pan traps","None",950,"Lasioglossum tegulare","f",false,"ground",false
17402,20,"2017-04-18T00:00:00.000","early.season","B","native","pan traps","None",950,"Nomada bidentate_group","f",true,"parasite [ground]",false
17402,20,"2017-04-18T00:00:00.000","early.season","B","native","pan traps","None",950,"Lasioglossum versatum","f",false,"ground",false
17402,20,"2017-04-18T00:00:00.000","early.season","B","native","pan traps","None",950,"Halictus poeyi/ligatus","f",false,"ground",false
17402,20,"2017-04-18T00:00:00.000","early.season","B","native","pan traps","None",950,"Lasioglossum callidum","f",false,"ground",false
17402,20,"2017-04-18T00:00:00.000","early.season","B","native","pan traps","None",950,"Ceratina calcarata","m",false,"wood",false
17402,20,"2017-04-18T00:00:00.000","early.season","B","native","pan traps","None",950,"Augochlorella aurata","f",false,"ground",false
17402,20,"2017-04-18T00:00:00.000","early.season","B","native","pan traps","None",950,"Agapostemon texanus","f",false,"ground",false
17402,20,"2017-04-18T00:00:00.000","early.season","B","native","pan traps","None",950,"Agapostemon splendens","f",false,"ground",false
17402,20,"2017-04-18T00:00:00.000","early.season","B","native","pan traps","None",950,"Apis mellifera","f",false,"hive",true
17402,20,"2017-04-18T00:00:00.000","early.season","B","native","pan traps","None",950,"Osmia bucephala","m",false,"wood",false
17402,20,"2017-04-18T00:00:00.000","early.season","B","native","pan traps","None",950,"Lasioglossum coreopsis","f",false,"ground",false
17403,35,"2017-04-18T00:00:00.000","early.season","B","non-native","pan traps","None",950,"Lasioglossum tegulare","f",false,"ground",false
17403,35,"2017-04-18T00:00:00.000","early.season","B","non-native","pan traps","None",950,"Lasioglossum coreopsis","f",false,"ground",false
17403,35,"2017-04-18T00:00:00.000","early.season","B","non-native","pan traps","None",950,"Lasioglossum callidum","f",false,"ground",false
17403,35,"2017-04-18T00:00:00.000","early.season","B","non-native","pan traps","None",950,"Augochlorella aurata","f",false,"ground",false
17403,35,"2017-04-18T00:00:00.000","early.season","B","non-native","pan traps","None",950,"Halictus poeyi/ligatus","f",false,"ground",false
17403,35,"2017-04-18T00:00:00.000","early.season","B","non-native","pan traps","None",950,"Lasioglossum trigeminum","f",false,"ground",false
17403,35,"2017-04-18T00:00:00.000","early.season","B","non-native","pan traps","None",950,"Lasioglossum pilosum","f",false,"ground",false
17403,35,"2017-04-18T00:00:00.000","early.season","B","non-native","pan traps","None",950,"Osmia pumila","m",false,"wood",false
17403,35,"2017-04-18T00:00:00.000","early.season","B","non-native","pan traps","None",950,"Andrena miserabilis","f",false,"ground",false
17403,35,"2017-04-18T00:00:00.000","early.season","B","non-native","pan traps","None",950,"Apis mellifera","f",false,"hive",true
17406,1,"2017-04-18T00:00:00.000","early.season","C","non-native","hand netting","Trifolium incarnatum",1320,"Apis mellifera","f",false,"hive",true
17406,2,"2017-04-18T00:00:00.000","early.season","C","non-native","hand netting","Viola cornuta",1320,"Lasioglossum cressonii","f",false,"wood",false
17406,2,"2017-04-18T00:00:00.000","early.season","C","non-native","hand netting","Viola cornuta",1320,"Ceratina calcarata","f",false,"wood",false
17407,12,"2017-05-02T00:00:00.000","early.season","A","native","pan traps","None",945,"Nomada australis","f",true,"parasite [ground]",false
17407,12,"2017-05-02T00:00:00.000","early.season","A","native","pan traps","None",945,"Lasioglossum tegulare","f",false,"ground",false
17407,12,"2017-05-02T00:00:00.000","early.season","A","native","pan traps","None",945,"Lasioglossum pilosum","f",false,"ground",false
17407,12,"2017-05-02T00:00:00.000","early.season","A","native","pan traps","None",945,"Augochlorella aurata","f",false,"ground",false
17407,12,"2017-05-02T00:00:00.000","early.season","A","native","pan traps","None",945,"Agapostemon texanus","f",false,"ground",false
17407,12,"2017-05-02T00:00:00.000","early.season","A","native","pan traps","None",945,"Halictus poeyi/ligatus","f",false,"ground",false
17408,9,"2017-05-02T00:00:00.000","early.season","A","non-native","pan traps","None",945,"Lasioglossum coreopsis","f",false,"ground",false
17408,9,"2017-05-02T00:00:00.000","early.season","A","non-native","pan traps","None",945,"Augochlorella aurata","f",false,"ground",false
17408,9,"2017-05-02T00:00:00.000","early.season","A","non-native","pan traps","None",945,"Lasioglossum pilosum","f",false,"ground",false
17408,9,"2017-05-02T00:00:00.000","early.season","A","non-native","pan traps","None",945,"Megachile brevis","f",false,"wood",false
17409,1,"2017-05-02T00:00:00.000","early.season","A","non-native","hand netting","Trifolium repens",1340,"Halictus parallelus","f",false,"ground",false
17409,10,"2017-05-02T00:00:00.000","early.season","A","non-native","hand netting","Leucanthemum vulgare",1340,"Halictus poeyi/ligatus","f",false,"ground",false
17409,10,"2017-05-02T00:00:00.000","early.season","A","non-native","hand netting","Leucanthemum vulgare",1340,"Ceratina strenua","f",false,"wood",false
17410,18,"2017-05-02T00:00:00.000","early.season","B","native","pan traps","None",930,"Augochlorella aurata","f",false,"ground",false
17410,18,"2017-05-02T00:00:00.000","early.season","B","native","pan traps","None",930,"Lasioglossum versatum","f",false,"ground",false
17410,18,"2017-05-02T00:00:00.000","early.season","B","native","pan traps","None",930,"Lasioglossum pilosum","f",false,"ground",false
17410,18,"2017-05-02T00:00:00.000","early.season","B","native","pan traps","None",930,"Nomada australis","m",true,"parasite [ground]",false
17410,18,"2017-05-02T00:00:00.000","early.season","B","native","pan traps","None",930,"Andrena nasonii","f",false,"ground",false
17410,18,"2017-05-02T00:00:00.000","early.season","B","native","pan traps","None",930,"Ceratina mikmaqi","m",false,"wood",false
17410,18,"2017-05-02T00:00:00.000","early.season","B","native","pan traps","None",930,"Nomada australis","f",true,"parasite [ground]",false
17410,18,"2017-05-02T00:00:00.000","early.season","B","native","pan traps","None",930,"Agapostemon virescens","f",false,"ground",false
17410,18,"2017-05-02T00:00:00.000","early.season","B","native","pan traps","None",930,"Halictus poeyi/ligatus","f",false,"ground",false
17410,18,"2017-05-02T00:00:00.000","early.season","B","native","pan traps","None",930,"Agapostemon texanus","f",false,"ground",false
17410,18,"2017-05-02T00:00:00.000","early.season","B","native","pan traps","None",930,"Agapostemon splendens","f",false,"ground",false
17411,17,"2017-05-02T00:00:00.000","early.season","B","non-native","pan traps","None",930,"Augochlorella aurata","f",false,"ground",false
17411,17,"2017-05-02T00:00:00.000","early.season","B","non-native","pan traps","None",930,"Osmia subfasciata","f",false,"wood/shell",false
17411,17,"2017-05-02T00:00:00.000","early.season","B","non-native","pan traps","None",930,"Osmia atriventris","m",false,"wood",false
17411,17,"2017-05-02T00:00:00.000","early.season","B","non-native","pan traps","None",930,"Andrena perplexa","m",false,"ground",false
17411,17,"2017-05-02T00:00:00.000","early.season","B","non-native","pan traps","None",930,"Agapostemon texanus","f",false,"ground",false
17411,17,"2017-05-02T00:00:00.000","early.season","B","non-native","pan traps","None",930,"Agapostemon splendens","f",false,"ground",false
17411,17,"2017-05-02T00:00:00.000","early.season","B","non-native","pan traps","None",930,"Halictus poeyi/ligatus","f",false,"ground",false
17411,17,"2017-05-02T00:00:00.000","early.season","B","non-native","pan traps","None",930,"Lasioglossum cressonii","f",false,"wood",false
17411,17,"2017-05-02T00:00:00.000","early.season","B","non-native","pan traps","None",930,"Lasioglossum coriaceum","f",false,"ground",false
17411,17,"2017-05-02T00:00:00.000","early.season","B","non-native","pan traps","None",930,"Apis mellifera","f",false,"hive",true
17412,3,"2017-05-02T00:00:00.000","early.season","B","non-native","hand netting","Leucanthemum vulgare",1050,"Halictus poeyi/ligatus","f",false,"ground",false
17413,32,"2017-05-02T00:00:00.000","early.season","C","native","pan traps","None",915,"Lasioglossum vierecki","f",false,"ground",false
17413,32,"2017-05-02T00:00:00.000","early.season","C","native","pan traps","None",915,"Nomada pygmaea","m",true,"parasite [ground]",false
17413,32,"2017-05-02T00:00:00.000","early.season","C","native","pan traps","None",915,"Nomada australis","f",true,"parasite [ground]",false
17413,32,"2017-05-02T00:00:00.000","early.season","C","native","pan traps","None",915,"Nomada articulata","f",true,"parasite [ground]",false
17413,32,"2017-05-02T00:00:00.000","early.season","C","native","pan traps","None",915,"Lasioglossum pilosum","f",false,"ground",false
17413,32,"2017-05-02T00:00:00.000","early.season","C","native","pan traps","None",915,"Osmia pumila","f",false,"wood",false
17413,32,"2017-05-02T00:00:00.000","early.season","C","native","pan traps","None",915,"Agapostemon texanus","f",false,"ground",false
17413,32,"2017-05-02T00:00:00.000","early.season","C","native","pan traps","None",915,"Nomada australis","m",true,"parasite [ground]",false
17413,32,"2017-05-02T00:00:00.000","early.season","C","native","pan traps","None",915,"Halictus poeyi/ligatus","f",false,"ground",false
17413,32,"2017-05-02T00:00:00.000","early.season","C","native","pan traps","None",915,"Osmia taurus","f",false,"wood",true
17413,32,"2017-05-02T00:00:00.000","early.season","C","native","pan traps","None",915,"Apis mellifera","f",false,"hive",true
17414,28,"2017-05-02T00:00:00.000","early.season","C","non-native","pan traps","None",915,"Nomada articulata","m",true,"parasite [ground]",false
17414,28,"2017-05-02T00:00:00.000","early.season","C","non-native","pan traps","None",915,"Apis mellifera","f",false,"hive",true
17414,28,"2017-05-02T00:00:00.000","early.season","C","non-native","pan traps","None",915,"Augochlorella aurata","f",false,"ground",false
17414,28,"2017-05-02T00:00:00.000","early.season","C","non-native","pan traps","None",915,"Lasioglossum pilosum","f",false,"ground",false
17414,28,"2017-05-02T00:00:00.000","early.season","C","non-native","pan traps","None",915,"Lasioglossum versatum","f",false,"ground",false
17414,28,"2017-05-02T00:00:00.000","early.season","C","non-native","pan traps","None",915,"Nomada australis","f",true,"parasite [ground]",false
17414,28,"2017-05-02T00:00:00.000","early.season","C","non-native","pan traps","None",915,"Halictus poeyi/ligatus","f",false,"ground",false
17414,28,"2017-05-02T00:00:00.000","early.season","C","non-native","pan traps","None",915,"Nomada australis","m",true,"parasite [ground]",false
17414,28,"2017-05-02T00:00:00.000","early.season","C","non-native","pan traps","None",915,"Osmia distincta","m",false,"No nesting",false
17414,28,"2017-05-02T00:00:00.000","early.season","C","non-native","pan traps","None",915,"Agapostemon texanus","f",false,"ground",false
17414,28,"2017-05-02T00:00:00.000","early.season","C","non-native","pan traps","None",915,"Agapostemon splendens","f",false,"ground",false
17415,3,"2017-05-02T00:00:00.000","early.season","C","non-native","hand netting","Leucanthemum vulgare",1600,"Halictus poeyi/ligatus","f",false,"ground",false
17415,3,"2017-05-02T00:00:00.000","early.season","C","non-native","hand netting","Leucanthemum vulgare",1600,"Nomada articulata","m",true,"parasite [ground]",false
17415,2,"2017-05-02T00:00:00.000","early.season","C","non-native","hand netting","Trifolium incarnatum",1600,"Osmia pumila","f",false,"wood",false
17415,1,"2017-05-02T00:00:00.000","early.season","C","non-native","hand netting","Trifolium repens",1600,"Osmia atriventris","f",false,"wood",false
17416,6,"2017-05-16T00:00:00.000","early.season","A","native","pan traps","None",955,"Augochlorella aurata","f",false,"ground",false
17416,6,"2017-05-16T00:00:00.000","early.season","A","native","pan traps","None",955,"Lasioglossum coreopsis","f",false,"ground",false
17416,6,"2017-05-16T00:00:00.000","early.season","A","native","pan traps","None",955,"Ceratina mikmaqi","f",false,"wood",false
17416,6,"2017-05-16T00:00:00.000","early.season","A","native","pan traps","None",955,"Eucera hamata","f",false,"ground",false
17417,9,"2017-05-16T00:00:00.000","early.season","A","non-native","pan traps","None",955,"Augochlorella aurata","f",false,"ground",false
17417,9,"2017-05-16T00:00:00.000","early.season","A","non-native","pan traps","None",955,"Agapostemon virescens","f",false,"ground",false
17417,9,"2017-05-16T00:00:00.000","early.season","A","non-native","pan traps","None",955,"Andrena nasonii","f",false,"ground",false
17417,9,"2017-05-16T00:00:00.000","early.season","A","non-native","pan traps","None",955,"Hoplitis producta","f",false,"wood",false
17417,9,"2017-05-16T00:00:00.000","early.season","A","non-native","pan traps","None",955,"Lasioglossum tegulare","f",false,"ground",false
17417,9,"2017-05-16T00:00:00.000","early.season","A","non-native","pan traps","None",955,"Osmia subfasciata","m",false,"wood/shell",false
17418,1,"2017-05-16T00:00:00.000","early.season","A","non-native","hand netting","Melilotus officinalis",1225,"Augochloropsis metallica_metallica","f",false,"ground",false
17418,11,"2017-05-16T00:00:00.000","early.season","A","non-native","hand netting","Leucanthemum vulgare",1225,"Agapostemon texanus","f",false,"ground",false
17418,11,"2017-05-16T00:00:00.000","early.season","A","non-native","hand netting","Leucanthemum vulgare",1225,"Halictus poeyi/ligatus","f",false,"ground",false
17418,11,"2017-05-16T00:00:00.000","early.season","A","non-native","hand netting","Leucanthemum vulgare",1225,"Halictus confusus","f",false,"ground",false
17419,17,"2017-05-16T00:00:00.000","early.season","B","native","pan traps","None",940,"Lasioglossum tegulare","f",false,"ground",false
17419,17,"2017-05-16T00:00:00.000","early.season","B","native","pan traps","None",940,"Augochlorella aurata","f",false,"ground",false
17419,17,"2017-05-16T00:00:00.000","early.season","B","native","pan traps","None",940,"Lasioglossum versatum","f",false,"ground",false
17419,17,"2017-05-16T00:00:00.000","early.season","B","native","pan traps","None",940,"Ceratina dupla","m",false,"wood",false
17419,17,"2017-05-16T00:00:00.000","early.season","B","native","pan traps","None",940,"Nomada articulata","f",true,"parasite [ground]",false
17419,17,"2017-05-16T00:00:00.000","early.season","B","native","pan traps","None",940,"Osmia pumila","f",false,"wood",false
17419,17,"2017-05-16T00:00:00.000","early.season","B","native","pan traps","None",940,"Halictus poeyi/ligatus","f",false,"ground",false
17419,17,"2017-05-16T00:00:00.000","early.season","B","native","pan traps","None",940,"Agapostemon texanus","f",false,"ground",false
17419,17,"2017-05-16T00:00:00.000","early.season","B","native","pan traps","None",940,"Osmia distincta","f",false,"No nesting",false
17419,17,"2017-05-16T00:00:00.000","early.season","B","native","pan traps","None",940,"Agapostemon virescens","f",false,"ground",false
17419,17,"2017-05-16T00:00:00.000","early.season","B","native","pan traps","None",940,"Apis mellifera","f",false,"hive",true
17420,1,"2017-05-16T00:00:00.000","early.season","B","native","hand netting","Tradescantia virginiana",1020,"Lasioglossum callidum","f",false,"ground",false
17421,5,"2017-05-16T00:00:00.000","early.season","B","non-native","pan traps","None",940,"Lasioglossum versatum","f",false,"ground",false
17421,5,"2017-05-16T00:00:00.000","early.season","B","non-native","pan traps","None",940,"Augochlorella aurata","f",false,"ground",false
17421,5,"2017-05-16T00:00:00.000","early.season","B","non-native","pan traps","None",940,"Megachile brevis","f",false,"wood",false
17422,13,"2017-05-16T00:00:00.000","early.season","B","non-native","hand netting","Leucanthemum vulgare",1120,"Augochlorella aurata","f",false,"ground",false
17422,13,"2017-05-16T00:00:00.000","early.season","B","non-native","hand netting","Leucanthemum vulgare",1120,"Ceratina dupla","f",false,"wood",false
17422,13,"2017-05-16T00:00:00.000","early.season","B","non-native","hand netting","Leucanthemum vulgare",1120,"Lasioglossum pilosum","f",false,"ground",false
17422,13,"2017-05-16T00:00:00.000","early.season","B","non-native","hand netting","Leucanthemum vulgare",1120,"Halictus poeyi/ligatus","f",false,"ground",false
17422,13,"2017-05-16T00:00:00.000","early.season","B","non-native","hand netting","Leucanthemum vulgare",1120,"Osmia georgica","f",false,"wood/cavities",false
17422,3,"2017-05-16T00:00:00.000","early.season","B","non-native","hand netting","Melilotus officinalis",1120,"Augochlorella aurata","f",false,"ground",false
17423,25,"2017-05-16T00:00:00.000","early.season","C","native","pan traps","None",920,"Augochlorella aurata","f",false,"ground",false
17423,25,"2017-05-16T00:00:00.000","early.season","C","native","pan traps","None",920,"Lasioglossum tegulare","f",false,"ground",false
17423,25,"2017-05-16T00:00:00.000","early.season","C","native","pan traps","None",920,"Nomada articulata","m",true,"parasite [ground]",false
17423,25,"2017-05-16T00:00:00.000","early.season","C","native","pan traps","None",920,"Nomada australis","m",true,"parasite [ground]",false
17423,25,"2017-05-16T00:00:00.000","early.season","C","native","pan traps","None",920,"Nomada australis","f",true,"parasite [ground]",false
17423,25,"2017-05-16T00:00:00.000","early.season","C","native","pan traps","None",920,"Halictus poeyi/ligatus","f",false,"ground",false
17423,25,"2017-05-16T00:00:00.000","early.season","C","native","pan traps","None",920,"Lasioglossum oblongum","f",false,"wood",false
17423,25,"2017-05-16T00:00:00.000","early.season","C","native","pan traps","None",920,"Lasioglossum pilosum","f",false,"ground",false
17423,25,"2017-05-16T00:00:00.000","early.season","C","native","pan traps","None",920,"Lasioglossum floridanum","f",false,"ground",false
17423,25,"2017-05-16T00:00:00.000","early.season","C","native","pan traps","None",920,"Nomada parva","f",true,"parasite [ground]",false
17423,25,"2017-05-16T00:00:00.000","early.season","C","native","pan traps","None",920,"Osmia subfasciata","f",false,"wood/shell",false
17423,25,"2017-05-16T00:00:00.000","early.season","C","native","pan traps","None",920,"Agapostemon texanus","f",false,"ground",false
17423,25,"2017-05-16T00:00:00.000","early.season","C","native","pan traps","None",920,"Agapostemon splendens","f",false,"ground",false
17423,25,"2017-05-16T00:00:00.000","early.season","C","native","pan traps","None",920,"Eucera hamata","f",false,"ground",false
17424,23,"2017-05-16T00:00:00.000","early.season","C","non-native","pan traps","None",920,"Nomada pygmaea","m",true,"parasite [ground]",false
17424,23,"2017-05-16T00:00:00.000","early.season","C","non-native","pan traps","None",920,"Lasioglossum tegulare","f",false,"ground",false
17424,23,"2017-05-16T00:00:00.000","early.season","C","non-native","pan traps","None",920,"Ceratina strenua","f",false,"wood",false
17424,23,"2017-05-16T00:00:00.000","early.season","C","non-native","pan traps","None",920,"Augochlorella aurata","f",false,"ground",false
17424,23,"2017-05-16T00:00:00.000","early.season","C","non-native","pan traps","None",920,"Lasioglossum callidum","f",false,"ground",false
17424,23,"2017-05-16T00:00:00.000","early.season","C","non-native","pan traps","None",920,"Osmia pumila","f",false,"wood",false
17424,23,"2017-05-16T00:00:00.000","early.season","C","non-native","pan traps","None",920,"Augochloropsis metallica_metallica","f",false,"ground",false
17424,23,"2017-05-16T00:00:00.000","early.season","C","non-native","pan traps","None",920,"Agapostemon texanus","f",false,"ground",false
17424,23,"2017-05-16T00:00:00.000","early.season","C","non-native","pan traps","None",920,"Lasioglossum bruneri","f",false,"ground",false
17424,23,"2017-05-16T00:00:00.000","early.season","C","non-native","pan traps","None",920,"Halictus poeyi/ligatus","f",false,"ground",false
17424,23,"2017-05-16T00:00:00.000","early.season","C","non-native","pan traps","None",920,"Lasioglossum pilosum","f",false,"ground",false
17425,1,"2017-05-16T00:00:00.000","early.season","C","non-native","hand netting","Viola cornuta",1350,"Lasioglossum tegulare","f",false,"ground",false
17425,18,"2017-05-16T00:00:00.000","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Nomada parva","f",true,"parasite [ground]",false
17425,18,"2017-05-16T00:00:00.000","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Nomada australis","m",true,"parasite [ground]",false
17425,18,"2017-05-16T00:00:00.000","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Nomada articulata","f",true,"parasite [ground]",false
17425,18,"2017-05-16T00:00:00.000","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Halictus poeyi/ligatus","f",false,"ground",false
17425,18,"2017-05-16T00:00:00.000","early.season","C","non-native","hand netting","Leucanthemum vulgare",1350,"Megachile mendica","m",false,"ground",false
17425,1,"2017-05-16T00:00:00.000","early.season","C","non-native","hand netting","Trifolium repens",1350,"Halictus poeyi/ligatus","f",false,"ground",false
17426,18,"2017-05-26T00:00:00.000","early.season","A","native","pan traps","None",1005,"Lasioglossum pilosum","f",false,"ground",false
17426,18,"2017-05-26T00:00:00.000","early.season","A","native","pan traps","None",1005,"Lasioglossum tegulare","f",false,"ground",false
17426,18,"2017-05-26T00:00:00.000","early.season","A","native","pan traps","None",1005,"Lasioglossum trigeminum","f",false,"ground",false
17426,18,"2017-05-26T00:00:00.000","early.season","A","native","pan traps","None",1005,"Nomada australis","f",true,"parasite [ground]",false
17426,18,"2017-05-26T00:00:00.000","early.season","A","native","pan traps","None",1005,"Megachile mendica","f",false,"ground",false
17426,18,"2017-05-26T00:00:00.000","early.season","A","native","pan traps","None",1005,"Eucera hamata","f",false,"ground",false
17426,18,"2017-05-26T00:00:00.000","early.season","A","native","pan traps","None",1005,"Hoplitis pilosifrons","m",false,"wood",false
17426,18,"2017-05-26T00:00:00.000","early.season","A","native","pan traps","None",1005,"Lasioglossum cressonii","f",false,"wood",false
17426,18,"2017-05-26T00:00:00.000","early.season","A","native","pan traps","None",1005,"Augochlorella aurata","f",false,"ground",false
17426,18,"2017-05-26T00:00:00.000","early.season","A","native","pan traps","None",1005,"Agapostemon virescens","f",false,"ground",false
17426,18,"2017-05-26T00:00:00.000","early.season","A","native","pan traps","None",1005,"Agapostemon texanus","f",false,"ground",false
17427,5,"2017-05-26T00:00:00.000","early.season","A","native","hand netting","Penstemon digitalis",1625,"Agapostemon virescens","f",false,"ground",false
17427,5,"2017-05-26T00:00:00.000","early.season","A","native","hand netting","Penstemon digitalis",1625,"Bombus bimaculatus","f",false,"ground",false
17427,5,"2017-05-26T00:00:00.000","early.season","A","native","hand netting","Penstemon digitalis",1625,"Bombus bimaculatus","m",false,"ground",false
17428,20,"2017-05-26T00:00:00.000","early.season","A","non-native","pan traps","None",1005,"Nomada australis","f",true,"parasite [ground]",false
17428,20,"2017-05-26T00:00:00.000","early.season","A","non-native","pan traps","None",1005,"Lasioglossum subviridatum","f",false,"wood",false
17428,20,"2017-05-26T00:00:00.000","early.season","A","non-native","pan traps","None",1005,"Lasioglossum tegulare","f",false,"ground",false
17428,20,"2017-05-26T00:00:00.000","early.season","A","non-native","pan traps","None",1005,"Lasioglossum trigeminum","f",false,"ground",false
17428,20,"2017-05-26T00:00:00.000","early.season","A","non-native","pan traps","None",1005,"Lasioglossum versatum","f",false,"ground",false
17428,20,"2017-05-26T00:00:00.000","early.season","A","non-native","pan traps","None",1005,"Lasioglossum callidum","f",false,"ground",false
17428,20,"2017-05-26T00:00:00.000","early.season","A","non-native","pan traps","None",1005,"Augochlorella aurata","f",false,"ground",false
17429,5,"2017-05-26T00:00:00.000","early.season","A","non-native","hand netting","Trifolium pratense",1530,"Bombus bimaculatus","f",false,"ground",false
17429,5,"2017-05-26T00:00:00.000","early.season","A","non-native","hand netting","Trifolium pratense",1530,"Bombus bimaculatus","m",false,"ground",false
17429,5,"2017-05-26T00:00:00.000","early.season","A","non-native","hand netting","Melilotus officinalis",1530,"Augochloropsis metallica_metallica","f",false,"ground",false
17429,5,"2017-05-26T00:00:00.000","early.season","A","non-native","hand netting","Melilotus officinalis",1530,"Bombus impatiens","f",false,"ground",false
17429,5,"2017-05-26T00:00:00.000","early.season","A","non-native","hand netting","Melilotus officinalis",1530,"Halictus poeyi/ligatus","f",false,"ground",false
17429,5,"2017-05-26T00:00:00.000","early.season","A","non-native","hand netting","Melilotus officinalis",1530,"Bombus griseocollis","f",false,"ground",false
17429,12,"2017-05-26T00:00:00.000","early.season","A","non-native","hand netting","Leucanthemum vulgare",1530,"Lasioglossum hitchensi","f",false,"ground",false
17429,12,"2017-05-26T00:00:00.000","early.season","A","non-native","hand netting","Leucanthemum vulgare",1530,"Halictus poeyi/ligatus","f",false,"ground",false
17429,12,"2017-05-26T00:00:00.000","early.season","A","non-native","hand netting","Leucanthemum vulgare",1530,"Andrena perplexa","f",false,"ground",false
